G1U3G3 G1T6A2
G1TJP5 G1T1M1
G1SFH3 G1SFH3
G1TYY5 U3KNF1
G1SGZ8 G1SZ89
G1TBF4 G1SQN5
G1T162 G1T7Q7
G1SMG0 G1SMG0
G1SCT4 G1TKT7
G1TDN6 G1TDN6
G1TTM6 G1TA38
G1T0Q8 P26013
G1TML2 G1TML2
G1TWA4 G1TWA4
G1SR29 G1SR29
G1U7F5 G1U7F5
G1SFB4 G1SYV8
G1TYK6 G1TYK6
G1TQN5 B6A7Q7
G1TRZ8 G1TRZ8
G1TLM2 G1TLM2
G1U8L6 G1TSK0
B7NZD3 G1T7L6
G1SDP4 G1SNM8
G1SW71 G1TD17
G1SFL9 G1SFL9
G1SUA9 G1SP02
G1SEQ2 G1TLF8
G1T7G3 G1T7G3
G1TQI7 G1TBJ3
G1SV33 G1SV33
G1SZI0 G1SZI0
G1T4W8 G1T4W8
G1T4R0 G1T165
G1SVF0 G1T3E7
G1U9G3 G1SDM6
G1THI9 G1THI9
G1SW07 G1TJL4
G1T0T3 G1TCZ1
G1SES9 U3KLV2
G1SIF4 G1SIF4
G1TBW0 G1U7J2
G1T4Z2 G1T4Z2
G1SNU4 G1SQ07
G1TQC0 G1TEY1
G1T7W6 G1T7W6
G1SRL8 G1SRL8
G1SJ85 G1SDK0
G1SX11 G1SUW3
G1ST33 G1SQ08
G1TBF6 G1T768
G1TR12 G1SIG6
G1TEA1 G1U3K4
G1T2A9 G1T2A9
G1SGQ5 G1SGQ5
G1TW21 G1TW21
G1TDE6 G1T952
G1SWQ3 G1SWQ3
G1T8B8 G1T0H6
G1SSL4 G1SSL4
G1SIZ6 G1SVY9
G1TTA3 G1TTA3
G1SHF9 G1SHF9
G1SHE2 G1STP3
G1SG59 G1TJ67
G1SMM6 G1TBJ3
G1U0Z1 G1T9C5
G1TCG7 G1TCG7
G1TET6 G1T6K6
G1SFD8 G1SPB2
E2J6N2 G1SM76
G1T9N8 G1TRU2
G1T753 G1SKI8
G1SH73 G1SZG0
G1SCE2 G1SV78
G1TGN6 G1SM26
G1T9C7 G1TBF2
G1SY85 B7NZF5
G1T3C6 G1T3C6
G1SXC5 G1SXC5
G1T293 G1T293
G1T6C6 G1T240
G1SRD4 G1TUZ1
G1SYD4 G1SYD4
G1U2V2 G1TE00
G1SM71 G1SM71
G1SUC4 G1SUC4
G1SM20 G1T6Z9
G1U3C1 G1U3C1
G1TD59 G1TDE0
G1SQ08 G1TE39
G1TI64 G1TN89
G1T7Q7 G1TWL3
G1TJK8 G1TD83
G1T5Y2 G1U018
G1TTN9 G1TTN9
G1SG16 G1SG16
G1SK30 G1SK30
G1STZ8 G1STZ8
G1T4T4 G1THZ4
G1SPJ4 B6A7Q7
G1TKQ8 G1TKQ8
G1TEA1 G1TEA1
G1TWS7 G1STS5
G1T3Y8 G1T3Y8
G1T8H0 G1T8H0
G1STI3 G1STI3
G1U9F5 G1T9I0
G1SWF0 G1TJY2
G1TDR6 G1TC12
G1T5Y2 G1T5Y2
G1SVI0 G1TDU3
G1T7V8 G1T391
G1SR16 G1TW17
G1TPD9 G1U3K4
G1T9L6 G1TBY5
G1T532 G1SLP7
U3KP42 U3KP42
G1TX40 G1TRP4
G1SGM6 G1SGM6
G1SP44 G1SIT0
G1SYS0 G1SVY9
G1TV31 G1TV31
G1SJN8 G1T5E0
G1TLF8 G1TFY8
G1TYZ3 G1TYZ3
G1U6B1 G1SS13
G1T9C8 G1T9C8
G1T1V3 G1T1V3
G1SFK8 G1T328
G1T3I2 G1STV1
G1T5N7 G1T5N7
G1T9N4 G1T9N4
G1SQE3 G1TEF7
G1SZF2 G1SV73
G1TET6 G1SW29
G1TK87 G1SW49
G1SWV3 G1TSN6
G1SI21 G1U8S7
G1TAV6 G1SDP4
G1SY00 G1SY00
G1SM30 G1SM30
G1SL75 U3KM15
G1T757 U3KPC9
G1SCH7 G1T477
G1TCA1 G1TCA1
G1SSB4 G1SSB4
G1SFX1 G1SFX1
G1TD20 G1TD20
G1SMK4 G1T637
G1TH16 G1TH16
G1U8L6 U3KN79
G1T753 G1T753
G1U8W9 G1T6K6
G1TWL3 G1TWL3
G1T3G0 G1U3C6
G1TBF2 G1U613
G1T812 G1T577
G1TBJ4 G1TBJ4
G1TQW6 G1TQW6
G1SPQ3 G1SPQ3
G1T471 U3KNG4
G1T2Q3 G1T2Q3
G1T0Z2 G1SJC5
G1U3Y4 G1TAU2
G1SNP3 G1TE12
G1T734 G1T734
G1SZ89 G1SGZ8
G1SPJ1 G1SPJ1
G1T4P4 G1TAQ1
G1U005 G1TXS5
G1TFT7 G1T3G4
G1SCL1 G1SCL1
G1SDP4 G1SDP4
G1T9T1 G1T9T1
G1SHK4 G1SHK4
G1SDJ4 G1SDJ4
G1SW29 G1U8W9
G1TCZ1 G1T0T3
G1SES8 G1SSF6
G1TBX3 G1TAD1
G1SIH4 G1U6M3
G1SCJ2 G1T997
G1TS87 G1T952
G1SXI8 G1SXI8
G1TZJ5 G1TZJ5
G1SJ89 G1SJ89
G1SGU6 G1SGJ3
G1SH73 G1T985
G1TMD0 G1TMD0
G1SYV8 G1SFB4
G1T057 G1T057
G1TEC5 G1T5F9
G1TA04 G1TA04
G1SCX1 G1SDK0
G1T0H6 G1SZS3
G1SS32 G1STH9
G1T0P5 G1T0P5
G1TVV9 G1SRM3
G1T9M2 G1T8F2
G1SYM7 G1TZP9
G1SR72 G1SR72
G1TWW0 G1TWW0
G1STA4 G1STA4
G1T0Z2 G1ST72
G1TU12 G1TU12
G1SP34 G1SLQ4
G1SGZ2 G1SGZ2
G1TKC4 G1T0T3
G1SJD5 G1TFY8
G1TAJ7 G1SNA6
G1SR79 G1SR79
G1TI72 G1TI72
G1SNE4 G1T6Z5
G1TNH9 G1TNH9
G1SZ72 G1SZ72
G1SHG8 G1SHG8
G1SW71 G1SXC4
U3KN93 U3KN93
G1T8C2 G1T6L0
G1SI20 G1SI20
G1SG31 G1SG31
G1SM71 G1SNL3
G1SUL4 G1SJ30
G1SJ46 G1SJ46
G1SXC8 G1SXC8
G1T988 G1TAR1
G1SP38 G1TP14
G1U8L6 G1TBG9
G1TVF3 G1TVF3
G1TK87 G1SUV4
G1T9P1 G1T9P1
G1T793 G1TR12
G1TB84 G1TB84
G1SSF7 G1SSF7
G1T510 G1U0S4
G1TAC9 G1TAC9
G1SU42 G1SU42
G1SMX2 G1SNM1
G1SJD0 G1SJD0
G1TQR8 G1T9C5
G1TEJ1 G1TEG0
G1SDP4 G1T3G0
G1SVH6 G1SVH6
G1SK75 G1SIP3
G1U2D9 G1SDC8
G1T538 G1T538
G1T854 G1T997
G1SQ94 G1SQ94
G1TN85 G1TN85
G1SD44 G1SD44
U3KPN6 U3KPN6
G1SZA2 G1SZA2
G1T111 G1T111
G1TK87 G1TAB0
G1SJB6 U3KMH3
G1T3E7 G1TX36
G1SWD0 G1SNP2
G1U2B5 G1U2B5
G1U3W2 G1ST10
G1SM71 G1T6R1
G1T7I4 U3KLV2
U3KPD3 G1TAK1
G1T165 G1T165
G1T840 G1T840
G1STT4 G1SJN8
G1TEM3 G1TEM3
G1SGH7 G1SE45
G1TRM6 G1THZ4
G1T7L6 G1SMH6
G1U8D4 G1T972
G1T1V9 G1T1V9
G1SGN5 G1SGN5
G1TJI5 G1SXC4
G1SER4 G1T6H2
G1STE6 G1STE6
G1U5C8 G1SN66
G1U8Q6 G1T5U1
G1TN88 G1TN88
U3KNK3 U3KNK3
G1TAP3 G1TCM0
G1TVH4 G1TVH4
G1STS3 G1STS3
G1TV39 G1SME0
G1TAV6 G1T3G0
G1T5U1 G1U8Q6
G1TU36 G1TU36
G1TQL0 G1SUR6
G1TUY5 G1TNQ2
G1SUG5 G1T1T9
G1U7C9 G1SZU3
G1TZL2 G1SIP3
G1T0B4 G1SSR3
G1SHV3 G1SHV3
G1TK87 G1SJ27
G1SGL0 G1SEP0
G1TEN7 G1TEN7
G1U287 G1SLX6
G1U744 G1SH13
G1T2V0 G1SI34
G1SW71 G1SW71
G1T5N0 G1T1N4
G1T5L7 G1SNL8
G1SXR4 G1SXR4
G1SHG8 G1SGY4
G1SU45 G1T1Q1
G1SM05 G1SM05
G1U3D6 G1U3D6
G1T546 G1SQP1
G1U0K7 G1U0K7
G1SDJ8 G1SN29
G1TB02 G1SJN8
G1TKY3 G1SNU3
G1U353 G1U353
G1T3G4 G1SJA6
G1SXB8 G1SXB8
G1U084 G1U084
G1T5Y6 G1T5Y6
G1SZ47 G1SZ47
G1T3G4 G1T3G4
G1SSY0 G1SQ70
G1SYW4 G1SYW4
G1TU47 G1TU47
G1T277 G1T277
G1TSS1 G1TSS1
G1THS4 G1SZU3
G1TK47 G1TTY6
G1TSP4 G1STP3
G1T8P5 G1T8P5
U3KPC0 G1SU74
G1U9D8 G1T4G7
G1SXS0 G1TBF2
G1T023 G1TLH1
G1SLR2 G1SLP7
G1T5M9 G1SQE3
G1SQE2 G1T5U1
G1SLB8 G1T3G4
G1U1T5 G1TRU2
G1SCL1 G1TBJ3
G1TX19 G1STQ7
G1U5N6 G1U3D0
G1T7P9 G1T7P9
G1TPB1 G1TPB1
G1TJY6 G1TJY6
G1SUT3 G1TW82
G1U6H4 G1U6H4
G1U072 G1U072
G1U101 G1U101
G1U0H7 G1U0H7
G1SH91 G1SCM7
G1SLN4 G1SLN4
G1TYZ1 G1THN0
G1SES9 G1SES9
G1SZ64 G1TA26
G1SSC0 G1SSC0
G1SQP1 G1T546
G1T5Y0 G1T5Y0
G1SCW3 G1SCW3
G1TUU4 G1SJJ7
G1THN0 G1TYQ2
G1SUP9 G1SFI7
G1SUQ7 G1TDU3
G1SNJ7 G1SYW1
G1TM50 G1TM50
U3KP92 G1TF92
G1TL70 G1TL70
G1TQR8 G1TQR8
G1SUA9 G1TAB9
G1T2W4 G1U7B5
G1SPZ3 U3KNG9
G1TV48 G1TV48
G1SFK9 G1SFK9
G1SU93 G1TG03
G1SLZ1 G1SLZ1
G1U204 G1SNH6
U3KM15 G1SGL8
G1T9X7 G1SKD8
B6A7Q7 G1SRK5
G1TC34 G1TY04
G1TGU9 G1TGU9
G1SLP7 G1SLR2
G1TA26 G1SZ64
G1SSG7 G1TAW6
P98049 P98049
G1T485 G1SLX6
G1T2W4 G1T2W4
G1SXW6 G1TR12
G1TF41 G1TF41
G1SUZ5 G1SIX6
G1TWX8 G1TB52
G1SRU6 G1T9C5
U3KMX0 U3KMX0
G1U5I9 G1SW29
G1SSE9 G1U1T5
G1SQG0 G1SQG0
G1SY77 G1SGZ2
G1SNP3 G1T6Z5
G1U1A0 G1SL82
G1SXM6 G1SLH2
G1SJN8 G1TWS7
G1SV29 G1SV29
G1TKG8 G1TKG8
G1SKD8 G1TLM2
G1T6K6 G1SU62
P13806 P13806
G1SS32 G1SS32
G1T8K8 G1T8K8
G1SMZ5 G1SMZ5
G1SHC7 G1SHC7
G1U9F5 G1SZZ5
G1T477 A0A075B6E1
G1SUR6 G1SUR6
G1T3I2 G1T6U4
G1U152 G1SUA9
G1TAB0 G1U4W1
G1TIB7 G1TIB7
G1T6K6 G1SW29
G1SM64 G1SNB5
G1SJF1 G1T9I3
G1T2K7 G1T2K7
G1U5I9 G1TCB3
G1T2I7 G1T2I7
G1SEE7 G1TXV2
G1T7K7 G1TVX1
G1SES5 G1SES5
G1SLW2 G1SLW2
G1TFT7 G1SJA6
G1SJI2 G1SJI2
G1SFK8 G1SLH6
G1SPE5 G1SPE5
G1T3G4 G1TJI5
G1SPG1 G1TUQ1
G1SN38 G1TBG9
G1TIA7 G1TIA7
G1TCS8 G1TCS8
G1U5H3 G1SJJ7
G1T1S2 G1T1S2
G1TLM2 G1SKD8
G1T0Y2 G1T0Y2
G1TTT2 G1TTT2
B8RHI7 B8RHI7
G1TV39 G1TBF2
G1T8Z8 G1T8Z8
G1SUE8 G1TAW0
G1TAS4 G1T477
G1TE30 G1TVV9
G1SYY3 G1SYY3
G1SZ49 G1SZ49
G1SVI0 G1SPP5
G1T6M9 G1T9U5
G1U8P2 G1SY70
G1TEF8 G1TEF8
U3KMB3 U3KMB3
G1U0L2 G1U0L2
G1TEW4 G1TEW4
G1T985 G1TU10
G1TPA9 G1TPA9
G1TC00 G1TLL7
G1SY05 G1SFF7
G1TK04 G1TK04
G1TJ83 G1T9R0
G1SN27 G1SNU3
G1SNW9 G1SNW9
G1T3U1 G1T1N2
G1T0X6 G1SVQ9
G1SH53 G1U0A2
G1TBA2 A0A075B6E1
G1TVZ0 G1TVZ0
G1SDJ8 G1SDJ8
G1TK36 G1SYV8
G1SIH4 G1SNG2
O79431 G1U3F3
G1U8W9 G1SSG7
G1SID0 G1ST65
G1SN69 G1SN69
G1T759 G1SZ88
G1SY05 G1SY05
G1T7L6 G1T7L6
G1SLC6 G1SLC6
G1SG50 G1SL19
O79431 G1SFE4
G1TPR0 G1SYM7
G1TQN5 G1T0G6
U3KNU3 G1SKT0
G1SYY7 G1SYY7
G1U3B9 G1U3B9
U3KNI9 G1T2F6
G1U235 G1U235
G1T0G6 G1T3K5
G1SR30 G1SXR4
G1T0U2 G1SK80
G1TZR9 G1TZR9
G1TW92 G1SVS6
G1T9I0 G1SZZ5
G1SHD0 G1TBX3
G1SDK0 G1SME8
U3KPC0 G1TVA3
G1TKT7 G1TDF5
G1T4Y0 G1SZL1
G1T4I4 G1T4I4
G1TIU4 G1TIU4
G1U2Z5 G1T3G0
G1SN29 G1T485
P07293 P13806
G1TBT9 G1U033
G1TB04 G1T7X4
G1TAP6 G1TAP6
G1TWN5 G1SW49
G1SV59 G1T3H2
G1TKC4 G1TAP1
G1TT35 G1TKX6
G1TU00 G1TFY8
G1SEC1 G1SEC1
G1SY70 G1T840
G1SSG7 G1SHG9
G1SDJ3 G1T447
G1SXC4 G1SXC4
G1SEH8 G1SEH8
G1SZC6 G1SZC6
G1SLP7 G1TDZ0
G1TBM7 G1TBM7
G1T7S4 G1TJL3
G1TDE1 G1TDE1
G1SD42 G1SL82
G1SYP5 G1SYP5
G1SYZ9 G1SYZ9
G1TW52 G1SJ89
G1SVP9 G1SEX6
U3KPK6 U3KPK6
G1SZG0 G1SH73
G1SQ70 B8RHI7
G1SXT8 G1U030
G1T547 G1T547
G1SUG3 G1SUG3
G1T6D8 G1T6D8
G1TDE9 G1TBF2
G1U323 G1U323
G1T5N8 G1U056
G1SVQ9 G1T4R0
G1T2N8 G1T2N8
G1T3Z5 G1U8W9
G1U479 G1T1F7
G1SLK4 G1TZ76
G1SFE4 G1U3F3
G1SUV4 G1T474
G1SME5 G1SME5
G1T2V0 A7X8X3
G1SSS6 G1SSS6
G1SWQ5 G1SWQ5
G1T972 G1SS84
G1SV10 G1SV10
G1SR30 G1T5N4
G1SMY0 G1TQ88
G1T001 G1T001
G1T988 G1U0D4
F8T9Y2 G1U976
G1TVM8 G1TVM8
G1STH9 G1SID0
G1TX40 G1TX40
G1TES1 G1SR83
G1SPY5 G1TDH6
G1SKP2 G1SKP2
G1SI70 G1SI70
G1TQN5 G1SNU7
G1SSG7 G1TET6
G1SYA1 G1SYA1
G1SP36 G1SP36
G1SFB6 G1SEC7
G1T3B2 G1TVQ8
G1SFS6 G1SFS6
G1T9S4 G1TGQ6
B7NZG8 G1SL48
G1T4Y0 G1T435
G1SHD0 G1SHD0
G1SGL8 G1TB83
G1TEK8 G1TC63
G1SDJ4 G1TAS4
G1T632 G1T632
G1T7L6 G1SFT5
G1TZS1 G1SCG9
G1SCN8 G1SCN8
G1U7T9 G1U7T9
G1TKT7 G1TKT7
G1STP4 G1STP4
G1TVV3 G1TVV3
G1T6L0 G1T8C2
G1TGC8 G1TGC8
G1T0B8 G1T0B8
G1SL92 G1TWN5
G1SHD0 G1TAD1
G1TTN2 G1SLN9
G1SJ43 G1SJF1
G1TCL6 G1T5C9
G1SWG7 G1SWG7
G1TF92 U3KP92
G1TKS5 G1TET3
G1SSP4 G1SDQ3
G1SRK5 G1TQN5
G1SS32 G1T4Y0
G1TD41 G1TD41
G1SIX6 G1TD83
G1SK25 G1TXS5
G1T6I0 G1T547
G1U7C9 G1THS4
G1TYL0 G1TYL0
G1U9G7 G1U9G7
G1SY70 G1SY70
G1TQI7 U3KNV0
G1T0U9 G1TXV2
G1TSS6 G1TSS6
G1SS80 G1SRA8
G1SJF6 G1SF58
G1SEX1 G1T851
G1TK68 G1TK68
G1SL92 G1SL92
G1STC3 G1TPZ0
G1SIL4 G1TB04
G1T4R6 G1T8T8
G1SG22 G1SG22
G1U4E2 G1U4E2
G1SJB8 G1SJB8
G1U384 G1SV96
G1SMK4 G1SK75
G1TDE2 G1TZT3
G1SE91 G1SE91
G1U7J4 G1SLD8
G1TZM4 G1SGP0
G1SRF5 G1TYH5
G1T8R5 G1TKX9
G1TP14 G1T0G5
G1SU66 G1SU66
G1SLN5 G1SLN5
G1T091 G1T091
G1T2H1 G1T2H1
G1ST72 G1T0Z2
G1TDE7 G1TDE7
G1TA77 G1TA77
G1T7C0 G1T7C0
G1TJI4 G1TJI4
G1TTD9 G1T9S3
G1TAV9 G1TAV9
G1T6E5 G1T6E5
G1TXV2 G1T023
G1U0A5 G1U0A5
G1T9A8 G1U0L2
Q6TYA7 Q6TYA7
G1SXW6 G1SF80
G1TZQ2 G1TZQ2
G1TDE6 G1TDE6
G1T1M1 G1SNM8
G1U290 G1TQI7
F8T9Y2 G1T313
G1U951 G1U951
G1SRK5 B6A7Q7
G1U0U5 G1T0T3
G1SCQ3 G1SJB8
U3KMU7 G1SJZ9
Q09YN5 G1SDL8
G1ST14 G1ST14
G1T7J5 G1T7J5
G1SPV8 G1T573
G1SPA6 G1SII0
G1SGZ2 G1TIS1
G1SXT3 G1SXT3
G1TU35 G1TU35
G1TJC1 G1SQG0
Q09YN5 G1T1H9
G1TDH6 G1SNN0
G1TDB1 G1TDB1
G1TTM6 G1SHS1
G1SZG3 G1SZG3
G1TSK0 G1SYK9
G1SN60 G1SN60
G1U7B5 G1TC63
G1SXW6 G1SIG6
G1SYD7 G1TCV5
G1SNF7 G1SZ27
G1TAS0 G1TAS0
G1SRI0 G1SPC4
G1TLL7 G1SUV4
G1SVB9 G1SVB9
G1U187 G1T7C2
P11611 P11611
G1T7I4 G1T7I4
G1U1A0 G1SD42
G1T404 G1T404
G1SDG0 G1SZ89
G1TT57 G1TBM4
G1SCL9 G1TA68
G1TDN6 G1T1Y7
G1SHF1 G1TW97
G1SCG9 G1SLK5
G1TE00 G1U2V2
G1THP0 G1THP0
G1U0W2 G1U0W2
U3KMH3 G1TZJ5
G1TC12 G1SFT6
G1SK86 G1SK86
G1T318 G1T318
G1U2Z2 G1U2Z2
G1TBT4 G1SCQ4
G1SIG6 G1SLI9
G1TWS0 G1U9R8
G1U030 G1SXT8
G1TAE7 G1TJK8
G1SFD8 G1TKC4
G1SXR5 G1SXR5
G1SZ60 G1TPK0
G1U2E7 G1U2E7
U3KNR4 G1T688
G1TRQ7 G1TRQ7
G1T404 G1SX58
U3KN32 G1TBP5
G1TYH5 G1T9I3
G1SQ80 G1SQ80
G1SGZ9 G1SGZ9
G1U2U5 G1U2U5
G1T2E9 G1SDZ9
G1SNU7 G1U056
G1T793 G1T793
G1TCZ1 G1U0U5
P04191 P04191
G1SLK3 G1T8F2
G1TBT9 G1T8M1
G1SP18 G1U6M3
G1SCN6 G1SCN6
G1TEI8 G1TEI8
G1SEW9 G1SD08
G1T2K7 G1T8X9
G1TH61 G1TDN6
G1SEM2 G1T6L0
G1T223 G1T223
G1SF63 G1SF63
G1SYK9 G1TU47
G1U056 G1U056
G1TZE1 G1TZE1
G1TAG7 G1TAG7
G1SE52 G1SE52
G1TTB5 U3KPL2
G1U1S0 G1SV29
G1T290 G1TES1
G1SCF8 G1T0Q8
G1SSG7 G1U5I9
G1SPY9 G1TMM0
G1SGB8 G1SJF6
G1SH25 G1SH25
G1SLC0 G1STQ3
G1U3G8 G1U3G8
G1TLR7 G1TLR7
G1SW29 G1SQU2
G1TWN5 G1U4W1
G1T0G8 G1T0G8
G1TIF8 G1T554
G1SYG6 G1T622
G1T0V0 G1T0V0
G1TD17 G1TFT7
G1T619 G1SSP4
G1U3D6 G1T6L3
G1T306 G1T306
G1SU62 G1SSG7
G1SFK8 G1U3Y4
G1SPY5 G1SNN0
G1SWJ0 G1SY31
G1SF58 G1SNL8
G1SQ94 G1TSI3
G1SHE2 G1TID3
G1TPQ8 G1TPQ8
G1U2J8 G1U2J8
G1SPA6 G1SPA6
G1T4Q0 G1SFK8
G1SLH1 G1SLH1
G1T812 G1T452
G1TB04 G1SXG4
G1SH35 G1SH35
G1TWK7 G1SMG3
G1TJI5 G1T1I0
G1SDY4 G1TD36
G1SXW6 G1T987
G1SCI7 G1SCI7
G1TAS4 A0A075B6E1
G1U0F0 G1U0F0
G1SJ56 G1SJ56
G1T575 G1T575
G1T381 G1T381
G1TQK4 G1TZE1
G1SSE9 G1ST07
G1T5L7 G1SDZ9
G1SUG7 G1SUG7
G1TC50 G1SUE8
G1TYD9 G1SDZ7
G1TQ88 G1SEP0
G1SDA4 G1SDA4
G1T4R4 G1T4R4
G1U3Y4 G1T328
G1SGH7 G1U8R7
G1SYK1 G1SYK1
G1SVB2 G1TA68
G1SDC7 G1SDC7
G1TC84 G1TC84
G1U3K4 G1TPI6
G1T5E5 G1T8L5
G1TBT4 G1TBT4
G1SMK4 G1SMK4
G1TBZ3 G1TBZ3
G1SSY0 G1SSY0
G1SYF0 G1SQL8
G1U9T4 G1T313
G1SFQ5 G1SFQ5
G1SW07 G1T1F7
G1SFG9 G1SCG9
G1SZF2 G1SQY1
G1SZ89 G1SDG0
G1SNG3 G1SD40
G1SL83 G1SL83
G1TB04 G1U063
G1TXQ3 G1TXQ3
U3KNV0 G1SMM6
G1TSC8 G1TSC8
G1SL19 G1SCN6
G1T3S1 G1T9V4
G1SID0 G1STH9
G1T240 G1T6C6
G1TVQ8 G1T3B2
G1SZ83 G1TA41
G1SNW4 G1SDJ3
G1SNL7 G1SNL7
G1T2F6 U3KNI9
G1TJN4 G1SI83
G1TVH4 G1SFC4
G1TR97 G1TR97
G1TBG4 G1TBG4
G1SJU4 G1SJU4
G1TJS7 G1TP14
G1T7T2 G1T7T2
G1T6K6 G1U5I9
G1SY77 G1TIS1
G1SCN6 G1SWE0
G1TA80 G1TA80
G1TP41 G1TJQ0
G1SND6 G1TTD9
G1T033 G1SV35
G1SSG7 G1SU62
G1SYY6 G1SI83
G1SSL5 G1ST12
G1TE86 G1TE86
G1TBL3 G1T1N4
G1SXM2 G1T121
G1SLB3 G1U9M4
G1SIH4 G1SP18
G1SN67 G1T341
G1STD1 G1STH9
G1SX58 U3KNW9
G1T2J3 G1T2J3
G1SQ77 G1SQ77
G1T1P5 G1T1P5
G1SSE9 G1TRU2
G1T6F4 G1T6F4
B7NZM4 G1SRD1
G1U6B1 G1TGN6
G1TEZ6 G1T5S3
G1SW29 G1SU62
G1T1Q1 G1SU45
G1TBJ3 G1TBJ3
G1SK25 G1STJ8
G1SL26 G1SL26
G1T3K5 G1T3K5
G1SX58 G1TGV5
G1SUV4 G1TK87
U3KNB8 G1SV03
G1SEW3 G1SEW3
G1SMR4 G1T240
G1TE48 G1SCM1
G1SWE9 G1SEY7
U3KLT5 U3KLT5
G1SQN9 G1SQN9
G1T0T1 G1SEE7
G1SL75 G1SGL8
G1SS72 G1SS72
U3KM29 U3KM29
G1TWN5 O79428
G1TN19 U3KMB3
G1T6T7 G1T4G7
G1SV30 G1SLX6
G1U2U9 G1U2U9
G1SV23 G1SV23
G1SF45 G1T8P7
G1SI20 G1SLC0
G1SID0 G1SID0
G1TX36 G1SVF0
G1SWY5 G1SWY5
G1SUB5 G1SUB5
G1SF80 G1SF80
G1SRR5 G1SNP3
G1SVU4 G1T3N0
G1SME8 G1SME8
G1TEQ3 U3KNB8
G1SHA4 G1STW6
G1SE52 G1T619
G1SZM9 G1SZM9
G1TD26 G1T0C2
Q09YN5 Q7JFH1
G1TUQ4 G1TUQ4
G1U4K4 G1U4K4
G1SZM8 G1SZM8
G1T0U4 G1SX47
G1SG72 G1SG72
G1SJ27 G1TWN5
P13943 P13943
G1T793 G1TC63
G1SLD8 G1T637
G1TJ83 G1SKG9
G1SIP1 G1SIP1
G1U8U5 G1U8U5
G1T062 G1T062
G1T768 U3KNG4
G1U119 G1U119
G1TPR0 G1TZP9
G1TLF8 G1SJD5
G1SK15 G1SK15
G1T532 G1STA4
G1TIS1 G1T7P6
G1SXW6 G1TC63
G1SM54 G1SM54
G1SNC2 G1TSY6
G1TAV6 G1U2Z5
U3KP92 G1SNR3
G1SU60 G1TZP9
G1TA40 G1TT57
G1TEH9 G1SEP7
G1TLT7 G1TLT7
G1SME0 G1TDE9
G1SL92 G1SUV4
G1U063 G1SXG4
G1TGX3 G1TGX3
G1SN85 G1SN85
G1SPJ1 G1TUX8
G1SEP0 G1THN0
B7NZQ0 B7NZQ0
G1TT57 G1TA40
G1TJK8 G1TAE7
G1U2V2 G1SVH9
G1TJP5 G1SDP4
G1T2I5 G1T2I5
G1SMV5 G1T6C8
G1TJ18 G1TJ18
G1SEL9 G1SEL9
G1T3P3 G1T3P3
G1SS92 G1SS92
G1SUV4 G1SW49
G1U275 G1U275
G1T0Y2 G1TDF5
G1SJ27 G1SL92
G1SU93 G1T6R1
G1TB10 G1TB10
G1TK25 G1SGY4
G1SS31 G1SS31
G1SS13 G1SS13
P07293 P07293
G1SYF0 G1SV02
G1SWM5 G1SWM5
G1SV78 G1SCE2
G1SUV9 G1SUV9
G1ST65 G1ST65
G1SZA0 G1TEF9
G1T1S2 G1T4Q0
G1TC70 G1U3D4
G1TIA7 G1SPY9
G1TR12 G1TEK8
G1T423 G1TG27
G1TI93 G1TI93
G1TTY6 G1TK47
G1TBZ0 G1TBZ0
G1TBR2 G1TBR2
G1TA58 G1TES1
G1TDM7 G1T0F2
G1T4Q0 G1U3Y4
G1TYP3 G1TYP3
G1U741 G1T313
G1TDU3 G1SVI0
G1T7P6 G1SYX6
G1SMF4 G1SMF4
G1SHS9 U3KM15
G1TYU5 G1TA58
G1T768 G1TBF6
G1SVN8 G1SVN8
G1TU17 G1TU17
G1T9G1 G1T9G1
G1SSW5 G1SSW5
G1SJF1 G1TYH5
G1SIG6 G1SYR1
G1T3H2 G1STX8
G1SZ47 G1TYK6
G1U4W1 G1TC00
G1SCE4 G1SCE4
G1U9T4 F8T9Y2
G1TJS3 G1TEM9
G1SW65 G1SHJ0
G1TBD7 G1SNU6
G1TML2 G1ST72
G1TDZ0 G1TXD0
G1SM45 G1SM45
G1TBW0 G1T4R8
U3KLX7 U3KLX7
A0A075B6E1 A0A075B6E1
G1SQ97 G1SI20
G1SCJ4 G1STS5
G1TDR6 G1SFT6
G1T0C2 G1TD26
G1TT87 G1TT87
G1TXP6 G1TXP6
U3KNR4 G1SRB5
G1SNH3 G1SNH3
G1U1B0 G1U1B0
G1SQT6 G1T3B9
G1TJL3 G1TJL3
G1T466 G1T3G1
G1SRR5 G1T4G7
G1TFB5 G1TFB5
G1SRU6 G1STA4
G1T856 G1T856
G1TH61 G1T8T8
G1SXU6 G1TPD0
G1U005 G1TKL9
G1T9I3 G1SPI7
G1T981 G1T3K5
G1SXW6 G1SYR1
G1TKS5 G1SH23
G1SLC0 G1U5L3
G1TNS9 G1TNS9
G1T972 G1SZ51
G1SDZ9 G1SZ27
G1TMX7 G1TMX7
G1SDK0 G1SCX1
G1STP4 G1U0P2
G1SQC8 G1TAU2
G1T5F9 G1TBM4
G1SVI6 G1SVI6
G1T6C6 G1SFR0
G1T7H6 G1T7H6
G1SEW0 G1SET1
G1SDK0 G1SJ85
G1T6C6 G1T9I0
G1T4M3 G1T4M3
G1STD1 G1SS32
G1SHA2 G1U3B2
