4332 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717 P04637,P0DI82,P05067,P04629,P00533,P06733,P05412,Q15717
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61513,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P51959,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62249,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,P49761,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,Q9NSC5,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62263,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P48730,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62888,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62899,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P61962,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P46783,Q15717,P0CG48
9518 P04637,P04629,Q14258,P05067,P00533,Q15831,Q15717,P0CG48 P04637,P04629,Q14258,P05067,P00533,P62913,Q15717,P0CG48
