Q9CPP0 Q6PAC3
P20722 Q99K99
F8VQ40 P59598
Q6PIP5 A0A0R4J0M9
A0A140LJ72 Q5U462
Q9CPU7 P35438
Q9WTZ0 P61219
Q5NBX1 B1AZ99
Q5SSK3 Q5SSK3
Q64151 D6RGR1
Q91YQ7 Q9EQH4
Q8BFS8 E9QAB6
D3Z6K8 Q9JJU6
P97428 Q9QZS8
P70304 Q9R0U5
Q8C5Q4 Q8BZR9
O70273 O70273
E9PUJ6 E9PUJ6
Q68EF4 Q68EF4
Q09200 Q3UHG7
Q9R0S0 Q9CR73
Q9CX66 Q9CPY3
P81615 P81615
P27790 P27790
H3BKL1 Q9D8Q6
Q80UP3 Q91ZD6
Q9CX66 P97480
O55111 O55111
A2ANX3 A0A1B0GT63
P26883 P26883
P51908 Q76LS9
Q61464 Q9Z1B8
Q8CFD4 Q8CFD4
Q62167 P61979
Q8BT07 Q91ZD6
Q9CR40 Q4G5Y1
O88907 O88907
Q3URE9 Q60748
B2RQ71 B2RQ71
Q4FK66 Q99K30
Q9D3S9 Q9D3S9
Q499E6 Q499E6
Q9CX84 Q6P9L6
G3X8R8 Q9JJP2
E9QM77 A2A7S7
Q9D269 Q8C0Q3
Q9CPN9 Q9CPN9
A0A087WRI3 Q8BFS8
Q61768 Q61768
Q8CGK3 Q8JZQ2
Q9CWV0 B1AZ99
P27790 Q9QZS0
Q9D7J7 Q9D7J7
Q6DFW4 Q9ESX5
Q8K2W9 Q9QZS0
Q9CY73 Q9CWT6
Q9JJT9 Q9CQI7
A0A0R4J0M9 Q8BHN1
Q9CPY3 P97480
Q8VHP6 A2ANX3
A0A0R4J033 A0A0R4J033
P07744 Q7TNK1
E9PXZ3 P49650
Q80Y34 Q80Y34
Q9D6Z0 Q9D6Z0
P35235 P35235
Q8VHP6 G3X9F4
Q9CPY3 Q9EQH4
Q6ZWY3 A0A286YCY4
Q80YG3 Q80YG3
P20181 P20181
P0DOV1 P0DOV1
P61219 Q9CQI9
Q8C3R1 Q8C3R1
Q7M6Y5 Q7M6Y5
A6BLY7 Q0P5X5
P59470 A0A0R4J0M9
Q9Z1X9 Q9CWT6
A6H611 P35487
Q8BYG9 Q5BN45
Q9D4C9 Q8VCD3
Q8C9D4 Q8C9D4
Q8CD92 Q8CD92
Q9CZR4 Q99PM9
H7BX05 Q6PFD6
Q8C8J0 Q3TTL0
Q9DBY5 Q9DBY5
Q9D2C2 Q9R061
O35683 Q60675
Q3U3W2 Q3U3W2
Q9D275 M0QW46
Q8BY71 Q8CH72
P48725 P48725
Q60952 A2ACM0
A0A0R4J0G9 A0A0R4J0G9
Q8VDP3 Q0VGU4
Q78RX3 Q9CWV7
Q99PM9 G3X8V6
Q9WUL8 Q9WUL8
Q9D8U3 Q8C341
Q4VBE7 P35487
Q9DB54 Q8K353
Q9QWT9 P33174
Q9Z1L4 F6VZ99
Q8K3A2 Q8K3A2
Q61275 Q9R0B8
P01801 P01801
P58390 Q9EPB5
Q61510 Q61510
Q8VDM6 Q60668
Q8CCI5 Q8CCI5
Q6P9Q6 Q8R4E9
Q91VR2 Q8BK64
Q9CQQ7 Q6R0H7
Q6NZP1 Q6NZP1
A2A4P0 Q921S7
Q8C804 Q8BT07
P81068 P97343
Q6R2P8 Q60843
B1AWN8 B1AWN8
A6BLY7 Q7TNF0
Q80V42 Q8VC88
Q76I79 Q76I79
P40646 A2ADB2
Q61738 Q60771
A0A0R4J0C3 Q9QXW4
Q91VZ5 Q9DAG9
Q4G5Y1 Q8JZP3
F8VPN4 Q80TF4
Q3UZ64 Q60739
Q9D2D9 Q9D2D9
Q9DAY5 Q9DAY5
Q9Z1F9 Q9CRB9
Q810M1 Q6VGS5
P97310 P97310
Q60664 Q99MW1
E9QKZ2 E9QKZ2
Q3TGW2 Q3TGW2
P97469 Q6ZPY2
Q8BT07 Q8C804
Q3TIU4 F7DDS0
P48962 A0A286YCY4
O88829 Q61121
P70227 P70227
Q3UZ64 Q8BU88
P33033 Q9D159
Q9D6Z0 Q9WTZ0
Q8BWZ3 Q91XU3
Q6NSR8 Q3TYD6
A0A0R4J0D5 A0A0R4J2D4
Q5FW53 Q9CQS4
Q8BJS8 Q8BJS8
Q9D9W1 Q9D9W1
A2A8Z1 A2A8Z1
Q6NS46 Q9CQF3
P56371 P98063
Q00899 Q8CCI5
Q2TBA3 A0A0R4J1K6
Q3TQB2 Q60739
Q60925 P13346
H3BKL1 P14719
A2A5Z6 Q9D2Y6
P26187 P26187
Q60718 Q60718
E9PUJ6 Q9CPU7
Q99JN2 Q99JN2
Q9CPU7 Q3UHD9
Q5IRJ6 Q9EPS3
P60605 Q923F1
Q3ULJ3 P63271
P17156 P17156
Q8CFD4 A2ASQ1
Q8BMA6 Q3UKJ7
Q923G2 Q923G2
Q3TYD6 Q60876
Q8K2W9 P27790
Q99JN2 Q80TF4
Q7TMB8 Q7TMB8
Q58Y75 Q8R2Q8
P70304 Q61275
Q9Z2F6 Q64336
P26450 P26450
Q80TN5 Q80TN5
Q8CB14 Q1HL35
Q8BU88 Q8VBV3
P53762 Q61572
Q99M01 Q8BKI2
Q08460 Q08460
Q8R0L1 P51637
Q8R2Q8 Q5NBX1
Q3UQZ7 Q9ERZ0
A2AJI0 P70696
Q9QUJ7 Q9QUJ7
Q921K9 Q8BGR8
A0A286YCY4 P48962
Q99MS7 A6BLY7
Q9QZQ1 P09411
Q6PAR0 Q7TSQ8
Q6ZPJ3 B1AR17
Q8BH07 Q8BH07
E9Q9B7 E9Q9B7
Q8R2Q8 Q8R2Q8
Q8BR07 Q8BR07
Q7TMQ7 F8VQ54
Q9Z1M4 Q3TQB2
Q80V31 Q80V31
Q60631 Q60631
Q3TJD7 P49698
Q3ZK22 Q4QQM5
Q80ZJ8 Q810M1
Q6DID5 P86045
P58308 P10146
Q6F5E0 P98191
Q3TIU4 Q9Z1X9
Q9DBS8 Q3U564
P68037 P68037
Q497H0 Q497H0
Q9CSB4 Q9CSB4
F8WJE0 F8WJE0
Q8BTH8 Q8CI96
Q8R007 Q8R007
Q99LP8 Q99LP8
Q9WTK7 E9QJU8
E9Q4P1 E9Q4P1
Q9ERS4 Q9R1R0
A0A0R4J1V0 Q8C6D4
Q61191 Q61191
Q9EPB5 Q91ZY2
Q923K4 E9Q349
Q99M87 Q99M87
P39429 P39429
P31938 P31938
Q7TN22 Q7TN22
Q99MS7 P58390
A2ADB2 Q58FA4
Q99K74 Q8CEG5
A0A0R4J0V4 G3UX69
Q61464 A0A0G2JGZ8
P60824 P60824
P24161 P24161
Q922H9 P62069
Q9QZ82 Q9QZ82
A0A0R4J1C5 H3BLF0
Q5SQ27 Q7TSN6
Q6P9Z1 P59108
Q80XU3 Q80XU3
Q8VDP3 Q8VDP3
Q9CZ52 Q9Z127
Q9QZN1 Q9QZN1
Q9D2C2 Q9CQQ7
Q8BVU5 Q9DAG9
O70477 Q9QZS0
Q9Z2S7 Q9Z2S7
Q7TPM6 E9Q0J2
Q4KMS1 Q4KMS1
P51683 P51683
Q6PD10 Q8R3P2
Q6PDC0 Q6PDC0
E9PUJ6 Q7TT18
Q62137 Q62137
A3KGS3 Q9CPN9
Q3URE9 Q9D1T5
Q9JJP2 G3X8R8
Q3UHH1 Q60649
Q9WU56 Q9WU56
Q8C079 P59470
O35892 Q8K3F7
Q08AT1 Q9R123
Q9D1C8 Q9D1C8
Q62425 Q62425
P09025 A0A0R4J0R3
A0A0R4J057 Q8BHL6
Q9Z2J6 Q9Z2J6
P70460 F8WI37
Q91YZ5 Q9D7C9
P35438 Q8CGB6
Q3U9N4 Q8R480
Q9CPY4 Q9Z0F8
P97480 Q9CPY3
Q6NSR8 Q6NZP1
Q00286 Q00286
Q99MS7 Q9EPB5
A2ANQ2 G3X908
Q99MW1 G3X973
O88700 A0A1L1SSL9
Q60960 Q60960
Q9JIF3 Q9JJS7
P09926 Q8BVU5
Q9CR73 Q9CQI9
P83741 B2RUG9
O88552 Q04888
P12023 P12023
Q8BJ71 Q8BJ71
Q9CQF4 O54788
F6VDQ9 F6VDQ9
P61963 F8WI37
Q922X9 Q9D067
Q80XD1 Q80XD1
P34884 P18052
A7UAK5 Q9CZ52
Q8BUN5 Q8BUN5
Q9CXC9 Q3UNA4
Q924T2 Q924T2
Q80UP3 Q9Z1E3
Q9QYC1 Q9QYC1
P01592 Q5PR68
D6RGR1 Q64151
V9GXH0 A0A286YD23
P14094 P14094
P52480 P52480
F8VPN4 Q99JN2
Q80X73 Q8C7V3
P63328 A0A1B0GT67
Q6ZQB6 A0A0R4J0I4
Q3TYD6 Q6NSR8
Q8BHD1 Q8VDT9
O70572 O70572
Q922S8 Q922S8
E9PUJ6 P35438
O89013 D3Z200
Q9D9W1 P56469
E9PXZ3 Q9D1D1
Q06186 Q06186
A0A0R4J0E0 O88379
Q9D824 Q8R0A0
O35218 Q9WVA3
Q7TPN9 Q62392
Q8C6D4 P42209
P28776 Q8K285
Q6PEB6 Q3U1F9
O55074 Q60662
Q9D084 Q9WTZ0
Q8BH70 Q8BH70
P28575 P28575
Q99JP0 Q6PAJ3
Q9CUB6 Q91ZD6
Q8BXC6 Q8BXC6
Q3U0P5 Q3U0P5
Q91VA6 Q91VA6
O35286 P54775
Q9WUL6 P42230
Q922H7 E9QNR8
A0A286YD96 Q9EPS3
E9PXZ3 P98191
G3X9F4 G3X9F4
Q8K2W9 O70477
A0A0A0MQ90 O70176
P58390 Q8BGZ1
Q9CZW4 B0V2N1
Q3U564 Q641P0
Q9JL15 Q9JL15
E9QL65 Q922L6
Q8BHN1 Q6PHZ5
O35988 O35988
Q8R1J3 P00687
Q9D084 Q9CQI9
P63163 Q62311
P26350 P27048
Q8BYH0 Q8K353
P26955 E9PXZ3
Q61121 Q61121
Q4VBE7 A6H611
Q7TMM8 F7AC58
Q8BKX7 Q8BKX7
Q9QZS0 A0A140LIR2
Q8CB14 E9PYF7
P56469 P56469
A0A1L1SSA4 O35984
Q8CIN4 Q8CIN4
Q80X73 Q80X73
Q91VZ5 Q8BVU5
Q8CA71 Q8CA71
O88673 O88673
P84104 P97496
A0A0A6YWI5 Q9Z2V4
Q5SS91 Q5SS91
Q9D2F7 Q7TNF0
H3BLC4 Q91VR8
Q8BKX6 Q8BKX6
P12388 Q7TNU7
Q9CQQ7 Q8CGK3
Q8BVH9 Q9CQ28
Q9R100 E9PXZ3
A0A0R4J1V0 D3YZS9
F8VPR5 F8VPR5
Q60973 Q60973
P10852 Q9WUA3
Q9EPB5 Q0P5X5
Q6RHW0 O09172
Q91ZY2 Q62559
A0A0R4J057 H3BKL1
O88351 Q61382
D3YXJ5 Q8BUL6
P98084 Q8BXC6
P59438 Q3U595
Q8BKX7 Q8K3A2
P70191 P70191
P47791 Q99JR1
Q9WVK4 Q9WVK4
Q8K4K3 Q8C0E3
O88396 O88396
O08970 E9PYF7
O70337 O70337
Q8R1D1 Q8R1D1
P41183 P41183
Q6NS46 Q9JIK5
Q923F1 Q6R0H7
P70445 P86045
Q9R0S0 P61219
Q3U213 Q3U213
A0A286YD96 Q32NY6
Q61144 Q9QXM0
Q5U462 P54369
O89098 A0A087WRI3
O08811 O08811
Q9EQH4 Q8BIG7
B1AZ99 Q9CWV0
Q99LC8 Q99LC8
Q78T81 A0A0R4J092
A2ACM0 P35762
P38647 P38647
Q6P9Z1 Q8K3I4
A0A0R4J0M5 A0A0R4J0M5
Q9CZ04 Q9CZ04
Q61275 O55134
P59672 Q9CZR4
V9GWZ4 Q3U4X8
A7DTG3 A7DTG3
Q8BYL4 Q61733
Q9R0P9 P49615
Q9CS74 Q3UFM6
Q9D067 Q99MS7
G3UWB6 G3UWB6
Q9JM51 Q9JM51
Q6Q477 Q9D023
E9QJU8 E9PUU5
Q8QZY9 P81270
Q61575 Q61575
Q9QZB7 P62500
Q9EST4 Q08369
Q8BUY9 E9Q5Z6
Q80U63 Q80U63
Q8R2Q8 P97402
Q9D6D0 Q499E6
Q9CXI3 Q9DB94
P28352 P28352
O89112 P10852
Q9CPU7 Q7TT18
P81270 Q9JII5
Q99M80 Q922U2
P62325 P62325
Q9JII5 Q9R1A8
Q6RHW0 Q99M80
Q99LE6 E9QPI5
Q9DBT5 Q3UNH4
A0A0R4J0U5 A0A0R4J0U5
A0A1B0GR87 A0A1B0GR87
Q8BUY9 D3Z6K8
Q8BKE6 Q8BKE6
O54804 Q8R3A2
P97480 P49183
Q3UZ64 Q9Z1M4
Q9D3S3 Q8VE01
Q5FW53 A0A286YD23
Q922L6 Q922L6
P97480 Q8BIG7
A0A1L1STX8 Q9QXE2
E9Q6E5 E9Q6E5
Q7TNF0 Q68EF4
Q99K74 Q9CR73
E9Q2M3 E9Q9B7
Q9CQU3 P60605
P10168 P10168
A0A0R4J0H1 A0A0R4J0H1
D3YW39 G3X9F5
O55144 O55144
Q6NS46 O35286
B1AT66 B1AT66
B2RSU7 O35375
Q61496 Q3V125
F7DDS0 Q9DBC3
Q5DW34 Q6NXY1
Q61024 E9QPI5
A2ANQ2 G3UYS1
Q80WQ2 Q80WQ2
P58390 Q68EF4
Q99KU0 Q4QQM5
E9QPX3 A0A286YDA8
D3YYQ7 H3BKL1
P47757 G5E8N7
P26350 Q3U8Y1
Q08369 Q9EST4
Q62383 Q6PAC3
Q9CQU3 Q6R0H7
A2A8Z1 Q8VDP3
O08970 G3X9J3
Q9CQI7 Q9CQI7
Q91VR7 Q91VR7
Q9Z1M2 Q8BWQ4
Q9DAA6 Q9DAA6
A0A0R4J0M9 Q80U63
Q8R2N0 H3BLC8
Q69ZR2 Q69ZR2
Q6ZWY3 Q9D8W5
Q61768 Q7TPR4
O35492 O35492
E9Q555 Q8BZ33
Q9CPP0 Q62383
A0A023T778 G3UZH0
F6VDQ9 Q99MB7
Q8CHH5 Q8CHH5
A2ABV5 A2ABV5
Q9D0B1 Q9D0B1
A2ADB2 P40646
Q62178 Q9DB54
G3X973 Q60664
Q9D2R8 Q9D2R8
O70469 Q62120
Q61464 Q924K8
B1ATZ1 Q3UMA3
P97812 P97812
A7UAK5 Q9Z127
A0A0R4J1N6 A0A0R4J1N6
Q3UZB0 Q3UZB0
P31313 Q8VIG0
D3YZS9 A0A0R4J1V0
P46735 Q924C1
Q9CZT4 Q2M3X8
Q60876 Q3TYD6
Q8BJ63 P13373
P70372 P70372
Q8VDP3 Q8BR07
Q8BGA7 Q9ERS4
G5E8N7 Q7TPR4
A0A0R4J018 A0A0R4J018
V9GXH0 P43267
Q9D0F3 Q9D1Q6
Q5U4H9 Q91ZD6
E9PXZ3 Q60771
Q1HL35 O08970
Q5EC55 Q5EC55
Q9DD02 Q9CQF4
Q9QXV0 Q9QXV0
Q9Z0H1 Q9ER69
A0A0R4J066 A0A0R4J066
Q148W0 A2ANX3
A0A0R4J174 J3KMM6
Q641K5 Q641K5
Q8CFT3 Q8CFT3
Q60668 Q922I7
A0A1B0GT63 D3YYZ1
Q9CPY4 P10711
Q8K284 Q8BZX4
Q6ZQ11 Q6ZQ11
Q9JMH7 A2ABV5
P35762 P35762
F6YG30 F6YG30
P51450 P35639
Q499E6 Q60662
Q9CY73 A0A286YCV9
Q8VHQ3 Q8VHQ3
Q8K4Z5 Q8BVQ9
A0A0A0MQ97 Q5IRJ6
Q62245 Q62245
Q4KMS1 Q5BJ29
Q921L5 Q921L5
Q7TSQ8 Q7TSQ8
Q3U717 Q3U717
P01865 P01865
P47809 P47809
Q60865 Q60865
P70340 P70340
G3X9Z4 A0A0R4J0M9
Q8VDM6 P97496
O08966 G3XA20
Q8CHK4 Q8CHK4
Q9WTK7 Q9WTK7
Q8JZL7 Q8JZL7
O35558 Q9R0U5
O70176 Q8C0N1
P49135 Q8CCI5
Q9CWT6 Q99JN2
Q5U4H9 Q3UFM6
O88947 A2ABU4
O70176 Q8CB96
Q91VH2 Q9CY27
O70477 A0A140LIR2
Q8BYL4 Q9D0B6
Q5Y5T2 Q9D3L0
Q61371 Q61098
Q60695 Q8BI79
P18052 P34884
Q3TCV3 Q3TGW2
Q9ET39 O88875
Q9Z1D1 Q9Z1D1
Q8VEE4 Q8VEE4
Q62559 Q9D2F7
P34884 P48967
Q5U462 G3X8V6
Q3U3V8 F6YG30
H3BLG8 H3BLG8
Q5SSF7 Q5SSF7
Q8BHN1 Q80U63
Q9D3L0 O88875
O35286 Q6NS46
Q60952 Q08460
P29452 A0A1L1SSL9
Q6PIE5 E9PV60
Q8BZX4 Q99JR1
Q61733 Q9D0B6
O35286 Q9CQF3
Q07076 Q07076
Q91ZD6 Q99PN3
B1AZ99 P97402
Q9JHG1 Q9JHG1
Q9D3L0 A0A0B4J1G6
Q7TPR4 Q9Z1T1
Q9ESU7 E9Q6E5
P42567 P42567
Q61627 Q61627
D3YYQ7 Q8BTH8
Q922Q2 Q922Q2
Q3V0Q6 Q3V0Q6
Q3UBG2 Q8R3L5
P52800 P52800
Q91WM1 Q91WM1
Q8C4V1 Q8CHY7
Q9WV92 Q9WV92
Q64478 Q6P1G0
Q7TNS2 Q7TNS2
Q9D8W5 P43275
B1ASA5 B1ASA5
G3X9P9 A0A1Y7VLC3
Q60876 Q6PDX6
Q9D2C2 P60605
Q3U1D0 Q3U1D0
Q0P5X5 Q62559
D3YVH8 A0A0R4J1C5
Q3U4X8 Q80TR8
A0A140LIR2 A0A0R4J289
E9Q557 A0A1B0GSQ5
Q99PM9 Q3UBG2
Q8BKN5 D6RIL3
Q9R1B9 Q9R1B9
Q8BVK9 Q80XI3
Q9JIY0 Q9JIY0
A0A0N4SVL0 A0A0N4SVL0
P59438 P59438
P12815 Q80UY2
Q8K0C4 Q99KU0
E9PYF7 Q6P5F7
Q9Z1N9 A0A0R4J1G3
O88545 O88545
Q99JW4 Q08369
F8VQI6 F8VQI6
Q9DBS8 Q61390
Q810M1 Q80X56
Q9ERZ0 Q3UQZ7
Q06890 Q06890
Q8VCR3 Q8VCR3
Q8BU88 Q60739
Q3TML0 D3YXQ7
Q8C0P5 Q8C0P5
Q91X76 Q3V1T4
Q9CPU7 E9PUJ6
F7DDS0 Q3TIU4
O35618 E9QJU8
Q9D6S7 Q9D6S7
Q8BT07 Q9JJP2
E9Q6E5 Q99ME2
Q922L6 Q8BIP0
Q91ZD6 Q8C804
E9PUJ6 A2AIV8
G3X914 G3X914
Q8C4X1 A0A1L1SU00
E9QNR8 A2ADB2
A0A286YDR3 A0A286YDR3
Q921W0 Q6PFD6
Q8BVK9 P61407
Q7TPD1 Q7TPD1
P48962 P53395
Q8R3C0 A0A286YCV9
Q922G7 Q922G7
Q9D8Q6 P14719
Q8C3R1 A0A087WQ16
Q08297 Q08297
G5E8X2 Q8QZV0
Q3U1J0 O88987
P12815 P12815
F6VDQ9 A0A0A0MQF5
P70333 P70333
Q8BWZ3 Q8BWZ3
Q9WVM1 P97445
Q922H1 O08811
Q9JIK5 Q6P4T2
F6U2C2 F6U2C2
Q8VCD3 Q9D4C9
P56942 P56942
Q60715 Q60715
Q9R100 Q61738
B8XCJ6 B8XCJ6
Q4FK66 Q4FK66
Q8C6D4 Q9Z180
A0A140LJ72 Q99PM9
Q61471 Q3U2J5
Q78ZA7 Q78ZA7
P63013 Q9DAS1
Q7TT18 Q3UHD9
Q9D3D0 Q9D3D0
A0A0R4J057 H3BLC8
D3YYQ7 P70347
Q922H9 Q80U38
Q8K4K3 Q8K4K3
G3X9Z4 Q8C079
A0A0R4J0H9 A0A0R4J0H9
Q8R0S1 P97950
A0A0R4J0W0 A0A0R4J0W0
Q9Z1X9 Q99JN2
P43275 P53395
Q66X22 Q66X22
Q91WS4 Q91WS4
E9Q6L9 E9Q9R9
P09036 Q7TNF0
Q6IR34 Q6IR34
Q99ME6 Q99ME6
Q5Y5T2 Q9ET39
J3KMM6 A0A0R4J174
Q91W82 F6U5V1
P53668 A2AUK5
H3BLC4 E9QMN1
Q64323 Q64323
Q99L45 Q99L45
Q8BTH8 H3BLC8
A0A140LIR2 Q9QZS0
P70445 P70445
Q6VGS5 Q810M1
Q62311 P63163
E9Q658 E9Q658
Q3UBG2 A0A140LJ72
E9QM77 F6VXZ2
Q8CI96 Q9D8Q6
Q4VBE7 Q4VBE7
Q3U564 Q8R4E9
A0A0J9YTR2 D3Z6K8
Q9JJP2 Q9CUB6
A0A0B4J1F0 Q9R100
Q3UH93 Q3UH93
A3KBF5 Q61098
P51637 O70469
Q9CZD0 Q9CZD0
Q8BGY2 Q8BGY2
Q99LP8 B1ASA5
Q9JIF9 Q5XFZ0
Q8C341 Q8C341
A6H611 Q6PFE1
Q91W52 Q91W52
Q9Z1E3 Q8C804
P62858 P62858
Q4VBE8 E9PVY8
O35464 O35464
S4R2L8 P09926
Q9CRB9 Q9CRB9
Q9DBT5 Q9DBT5
Q9D7P9 Q99PM9
A0A0A0MQF5 A0A0A0MQF5
Q2M3X8 Q9CZT4
Q9D2C2 B0V2N1
Q5U462 Q3UBG2
P41164 P13346
G3X9J3 G3X9J3
Q9D6T0 Q9D6T0
F8VQ40 O54917
Q9D3D0 A0A0R4J0M5
E9QPX3 E9QPX3
Q80XD1 Q8R173
Q8CJG1 Q8CJG1
P61219 P61219
Q4VBE7 Q6PFE1
M0QW59 Q61263
Q80UP3 Q9CUB6
Q9DB43 Q9DB43
F8VQ93 F8VQ93
Q3TML0 A0A0R4J098
Q8BXZ1 P08226
Q8BGY2 Q9DCJ7
Q3U8Y1 Q3U8Y1
Q5DW34 P62500
D6RIL3 E9QM16
P13373 P13373
D3YYL3 Q8C0Q3
Q8BRM2 Q9DAG9
A0A0R4J289 A0A140LIR2
E9QM77 E9QM77
D3YYQ7 Q8CI96
Q9CQR7 Q61144
Q8BPB0 P35276
Q3TEW6 Q9CR78
Q9CZR4 Q9CZR4
A0A1L1SU00 O88904
Q6DFW4 Q61216
G3X9Z4 Q61035
O88622 D6RGA0
P32037 P32037
Q9CZW5 P46735
Q8R2Q6 Q8R2Q6
Q5U4H9 Q9CS74
G3XA20 P43687
A0A1I7Q4A6 A0A1I7Q4A6
P43267 A0A286YD23
E9Q3H4 E9Q3H4
Q9WUZ7 Q9ERS4
Q4VBE8 A0A0R4J098
G3X9F5 D3YW39
Q8BJ63 Q9WTP9
E9PWB8 A0A0G2LB90
Q9JJP2 Q91ZD6
Q9Z0F8 Q9Z0F8
A2ANX3 G3X9F4
Q9QXE2 Q80VP5
Q80Z96 Q80Z96
Q91ZD6 Q91ZD6
Q8R3P2 A2AKB9
A0A0U1RNL9 Q8BU88
P26955 P98191
Q7TNS8 Q7TNS8
P13373 A0A0R4J090
Q7TT18 Q9CPU7
P25801 P25801
Q6P5F9 Q6P5F9
Q3ULF4 Q3ULF4
P59598 P08122
S4R2L8 Q9DAG9
Q8JZQ9 Q99MU3
F6VZ99 A0A0R4J0C0
D3YXJ5 Q3TEW6
Q921K2 Q921K2
Q62431 P59110
Q6ZWY3 P53395
Q62280 Q62280
Q6P2B1 Q6P2B1
Q9CXJ1 E9Q411
A2ADB2 H3BLF0
Q91ZD6 O35625
A0A0U1RNL9 Q8VBV3
G3X9Q6 G3X9Q6
Q8K288 Q8K288
P43275 Q9R0P5
B2RT41 A0A0R4J289
Q6PB66 Q6PB66
Q8BYH0 Q62381
Q61152 P70451
P60122 P61979
Q6PAR0 A2A4P0
P27048 P27048
P70217 P70217
Q6P1G2 Q9Z0H1
P56542 P56542
P13346 P56280
Q80U63 Q6PIP5
Q9DBJ6 Q9DBJ6
Q9R1K7 Q9D2D9
A0A0R4J1Z2 Q8BH49
Q9ER73 Q07563
Q5BJ29 Q8C0E3
E9Q5M4 E9Q5M4
P21981 E9QJU8
E9Q9M9 Q8VCD3
Q91XQ0 P41233
Q3UZ64 Q3TQB2
A2A513 Q80UN1
P26955 Q61738
P59672 Q3UD01
E9Q6E5 Q9ESU7
A0A1Y7VLC3 A2CG28
Q8C6D4 D3YZS9
A2ADB2 Q8QZS5
Q3UZ64 Q8BFX1
A2ABV5 A2A8Z1
Q9CX66 Q9EQH4
Q6NZP1 Q6PDX6
Q9CVI2 Q80VP5
Q61584 Q64213
Q8BHT6 Q8BHT6
A0A0R4J0E0 Q499D0
Q9D2C2 Q6R0H7
E9Q8D0 P62069
Q8BZR9 Q8BZR9
A0A0R4J073 Q64669
D3Z5T8 Q99PE9
Q8BU88 Q9CQL5
Q9CYX7 Q9CYX7
G5E8X2 Q9R1R0
P27048 Q9R1A8
Q9DAG9 Q8BRM2
P47809 Q9WU62
Q91YQ7 P97480
Q8R124 Q6PIE5
Q6P9Q6 Q9DBS8
Q6PDG5 O35286
Q14CH1 Q14CH1
Q61144 Q9CQR7
A0A1L1SVA9 A0A1L1SVA9
G5E8T9 Q80ZJ8
P04104 Q9QXS1
Q7TNV0 D3YXI6
Q9D6F4 Q9D6F4
P58390 Q9D2F7
Q6ZPK7 Q6ZPK7
E9QMN1 H3BLC4
Q61263 P42337
Q8K201 Q8K201
P35487 Q4VBE7
Q3UD01 Q8R3L5
Q5RIM6 Q9Z0Z7
P40646 Q8QZS5
Q8K0C4 Q9CRA4
E9QNR8 E9QNR8
O88566 O88566
A0A1L1SVA9 Q8VCM5
Q5RL57 Q80VD1
Q8BHT6 Q7TS68
O88987 Q499E6
D6RGA0 D6RGA0
Q99N57 Q99N57
Q9D1N9 Q9D1N9
Q9CQF3 Q6NS46
A2AUY4 A2AUY4
A0A0R4J1N6 Q8C3R1
Q6NSR8 Q8R3V6
Q91X76 Q9CY27
A2AJI0 P39876
Q9WUU6 Q8C0Q3
Q99MS7 Q0P5X5
P97428 P51637
Q80YR6 A2AUC9
Q9D4H1 Q8VD75
Q9WU62 Q9WU62
Q9EPB5 Q922X9
Q811M1 Q811M1
F6YG30 Q8BWT5
Q8BWS5 Q8BWS5
Q9D2F7 Q9EPB5
G5E8N7 Q9Z1T1
P09405 P09405
Q8CIV7 Q6PI17
Q9ERS4 Q8QZV0
A2ACM0 Q60952
Q8BIJ7 J3KMH5
Q8BT07 Q5U4H9
Q9JI91 Q9JI91
Q6ZPY2 Q6ZPY2
Q99K74 Q9D084
P61211 P61211
Q8BIP0 Q8BIP0
Q9CWT6 Q8BND3
Q9WV31 Q9QWW1
Q6PDX6 Q8R3V6
Q9DAS1 Q3U5D9
O54950 A2ADB0
Q9Z248 Q9Z248
Q8VI59 Q8VI59
E9Q577 A0A0R4J073
Q9D8W5 P53395
O08537 O08537
Q62178 Q8K353
Q8CI96 P70347
Q6PDX6 Q6PDX6
Q03719 P10146
A0A0B4J1F0 P49650
O35558 Q9R0B8
Q8R0J7 Q8R0J7
Q8R0F6 Q9WU62
Q60664 O35375
Q6ZQB6 E9Q2M3
A2ASQ1 Q6PFD6
F8VQ54 Q7TMQ7
Q60695 D3Z5N8
P59598 F8VQ40
P01820 P01820
Q9CQC6 Q9D4H1
Q6A009 Q8R480
O35387 O35387
Q8CI75 Q8CI75
Q8QZV0 Q9WUZ7
V9GX81 V9GX81
Q8K1R3 G3X9Z4
Q9CZR4 Q8R3L5
F8VQ40 F8VQ40
Q3U4X8 Q3U4X8
Q3UHH1 Q6IR34
Q9D2R8 E9QAF4
Q6PDQ2 Q8BZX4
P59470 Q6PHZ5
Q3TQ03 Q9QYE3
D3Z6P0 P51436
B0V2N1 Q8CGK3
Q6R0H7 Q8JZQ2
Q64012 Q64012
Q3UHC1 Q9JLY7
Q7TSN6 Q7TSN6
Q8BVN7 Q8BVN7
Q5SQ27 Q5SQ27
P54775 Q9JIK5
Q61024 Q9Z1F9
Q8BU88 Q3TQB2
Q80Y44 Q80Y44
Q6PAR0 Q8BZR9
Q3UK37 Q9CPX6
Q3U1J0 Q60662
Q64010 Q64010
P47941 P47941
A0A087WSB9 A0A087WSB9
Q9CR78 Q8BUL6
P70451 Q9JLY7
Q3UQZ7 Q9ER73
D3YXQ7 A0A0R4J098
